0.000,1,60.0000,-2.578375e-01,0.50798342
0.033,1,60.0000,-2.572077e-01,0.5098084
0.067,1,60.0002,-2.566512e-01,0.5097710
0.100,1,60.0000,-2.560872e-01,0.5097554
0.133,1,59.9998,-2.554422e-01,0.5097806
...
899.967,1,60.0002,-1.339802e-02,0.5002777
